0	0	0
0.4953	0	0
0.7813	0	0
0.9745	0	0
1.2380	0	0
1.2872	0	0
1.6220	1	1
1.6478	0	0
1.8428	0	0
2.4888	0	0
2.7232	0	0
2.8670	0	0
3.0541	0	0
3.1508	0	0
3.4950	0	0
3.7797	0	0
4.0743	0	0
4.1042	0	0
4.1522	0	0
4.6294	1	1
4.8946	1	5
4.9170	1	4
4.9768	1	4
5.0791	1	3
5.2632	1	3
5.3131	1	2
5.3726	1	1
5.5414	1	1
5.8019	0	0
5.9779	0	0
6.2318	0	0
6.4224	0	0
6.5723	0	0
6.7641	0	0
7.0702	0	0
7.7412	0	0
8.1244	0	0
8.4378	0	0
8.7041	0	0
8.9495	0	0
9.2104	0	0
9.4032	0	0
10.0010	0	0
10.1805	0	0
10.3832	0	0
10.7139	0	0
10.8237	0	0
10.9106	0	0
11.7236	0	0
11.8488	0	0
12.0904	0	0
12.7078	1	5
12.7081	1	4
12.7702	1	3
12.8025	1	2
12.8744	1	1
12.9416	0	0
13.0606	0	0
13.2239	0	0
13.4971	0	0
13.5870	0	0
13.6597	0	0
14.0078	0	0
14.6010	0	0
14.7503	0	0
14.8187	0	0
15.3547	0	0
15.5551	0	0
15.5912	0	0
16.6625	0	0
17.0014	0	0
17.4309	0	0
17.9792	0	0
18.1571	0	0
19.1240	0	0
19.6471	1	1
19.7002	0	0
19.9153	1	2
19.9201	1	1
20.1888	1	2
20.3562	1	4
20.4497	1	4
20.5242	1	3
20.5626	1	2
20.6306	1	1
20.9406	0	0
21.0131	0	0
21.6778	0	0
22.0624	0	0
22.7296	0	0
23.1306	1	3
23.1358	1	2
23.2682	1	2
23.3471	1	2
23.3994	1	1
23.4368	0	0
23.5644	1	1
23.6343	0	0
23.8681	1	1
23.9598	1	1
23.9609	0	0
24.2196	0	0
24.4418	1	1
24.4432	0	0
24.7951	0	0
25.3386	0	0
25.5557	0	0
25.9588	0	0
26.2050	0	0
26.3289	0	0
26.5868	0	0
26.8842	0	0
27.5523	1	2
27.7723	1	2
27.8743	1	3
27.9723	1	2
28.0056	1	1
28.4617	1	3
28.5461	1	2
28.8057	1	2
29.2334	1	5
29.3009	1	4
29.4764	1	3
29.5564	1	2
29.5649	1	1
29.5932	0	0
29.9129	0	0
30.0332	0	0
31.2392	0	0
31.4327	0	0
31.6134	0	0
31.8661	1	2
32.2269	1	5
32.3946	1	7
32.6337	1	8
32.7970	1	7
32.8909	1	7
33.1996	1	6
33.3112	1	5
33.3193	1	4
33.7133	1	5
33.9223	1	4
34.2617	1	4
34.2906	1	3
34.3373	1	2
34.3427	1	1
34.3732	0	0
34.4548	0	0
34.7116	1	1
34.7943	0	0
35.0129	0	0
35.5640	0	0
35.6970	0	0
35.7380	0	0
35.8757	1	2
36.2384	1	2
36.3305	1	3
36.3904	1	2
36.4566	1	2
36.7126	1	2
36.7371	1	1
36.7448	0	0
37.1076	0	0
37.2959	0	0
37.3894	0	0
37.7108	0	0
37.8200	0	0
38.1293	0	0
38.2817	0	0
38.8684	0	0
38.9583	0	0
39.0972	0	0
39.8660	0	0
40.2407	0	0
40.8953	0	0
41.0451	0	0
41.8635	0	0
42.6346	0	0
42.8683	0	0
43.4893	0	0
43.6522	0	0
43.9164	0	0
44.1093	0	0
44.1450	0	0
44.4256	0	0
44.4410	0	0
45.0125	0	0
45.4800	0	0
45.9652	1	1
46.1159	0	0
46.7148	0	0
47.0071	1	3
47.0531	1	2
47.0628	1	1
47.1330	1	1
47.2941	0	0
47.6716	0	0
49.4353	0	0
49.5646	0	0
49.6506	0	0
50.0315	0	0
50.4294	0	0
50.8934	0	0
51.0766	0	0
51.1785	0	0
51.2746	1	1
51.4349	0	0
51.5685	0	0
51.5970	0	0
51.6968	0	0
52.2071	1	1
52.2157	0	0
52.7433	1	1
52.8972	1	2
53.4187	1	3
53.5934	1	3
53.7833	1	3
53.9328	1	2
54.2675	1	3
54.3052	1	2
54.3819	1	2
54.3965	1	1
54.7047	1	1
54.7123	0	0
54.7887	0	0
55.0761	0	0
55.3037	0	0
55.5312	0	0
55.6494	0	0
55.7329	0	0
56.0720	0	0
56.5667	0	0
56.7040	0	0
57.0660	0	0
57.1867	0	0
57.2620	0	0
57.8604	1	3
57.8727	1	2
58.0251	1	1
58.0363	0	0
58.3728	0	0
58.6051	0	0
58.9167	0	0
59.2260	0	0
59.4639	0	0
59.5699	0	0
59.9308	0	0
60.3025	0	0
60.5428	0	0
61.0975	0	0
61.3029	0	0
61.4414	0	0
61.6196	0	0
61.7158	0	0
61.8429	0	0
62.6314	0	0
62.7091	0	0
62.9035	0	0
63.0052	0	0
63.1630	0	0
63.3179	0	0
63.5859	0	0
63.8340	0	0
64.4329	0	0
65.0609	0	0
65.1672	0	0
65.5344	0	0
65.7991	0	0
66.2967	0	0
66.6826	0	0
67.0280	0	0
67.6106	1	1
67.6270	0	0
67.6353	0	0
67.7883	1	3
67.8481	1	3
68.0824	1	2
68.1678	1	2
68.4038	1	1
68.4888	0	0
68.9267	0	0
69.0420	0	0
69.2222	0	0
69.5067	1	2
69.5146	1	1
69.5879	0	0
