0	0	0
0.0294	0	0
0.4936	0	0
0.6556	0	0
1.1518	0	0
1.2036	0	0
1.4889	0	0
1.5156	0	0
1.6403	0	0
1.6724	0	0
1.8665	0	0
2.0064	0	0
2.0672	0	0
2.2205	1	1
2.3517	0	0
2.7486	0	0
3.1740	0	0
3.3213	0	0
3.5858	0	0
3.6979	0	0
4.2273	0	0
4.5760	0	0
4.6302	0	0
4.6609	0	0
4.9762	0	0
5.0621	0	0
5.1164	0	0
5.2510	0	0
5.5180	0	0
5.5334	0	0
5.5394	0	0
6.1976	1	5
6.4565	1	5
6.5961	1	5
6.7767	1	4
6.8040	1	4
6.8267	1	4
6.8469	1	3
7.3398	1	5
7.5000	1	5
7.6098	1	4
7.7132	1	3
7.7991	1	3
7.8342	1	2
7.8380	1	1
8.0261	1	1
8.1286	0	0
8.3608	0	0
8.5443	0	0
8.6401	0	0
8.6460	0	0
8.9653	0	0
9.0503	0	0
9.3482	1	1
9.7134	1	2
9.7334	1	1
9.7511	0	0
9.8412	0	0
9.9458	0	0
10.1227	0	0
10.5146	0	0
10.6914	0	0
10.7235	0	0
10.8289	0	0
11.0573	0	0
11.3725	0	0
11.4481	0	0
11.4818	0	0
11.6215	0	0
11.6708	0	0
11.7307	0	0
11.9709	1	2
12.1850	1	1
12.3278	0	0
12.3916	1	1
12.4245	0	0
12.5742	1	2
12.7089	1	2
12.7177	1	1
12.7344	1	1
12.7514	0	0
12.9088	0	0
13.1820	0	0
13.3180	0	0
13.6062	0	0
13.8476	0	0
13.9666	0	0
14.0837	0	0
14.3455	0	0
14.3844	0	0
14.4950	0	0
14.7182	0	0
14.9595	0	0
15.0201	1	1
15.1182	0	0
15.2930	0	0
15.6820	0	0
15.7869	0	0
15.9135	0	0
15.9907	0	0
16.0217	0	0
16.1637	0	0
16.5066	1	2
16.7260	1	2
17.0379	1	3
17.1705	1	2
17.2185	1	1
17.3900	1	1
17.6106	1	3
17.7827	1	4
17.8727	1	4
17.9000	1	4
17.9049	1	3
18.0953	1	3
18.1562	1	2
18.1570	1	1
18.2945	0	0
18.3939	0	0
18.4264	0	0
18.5495	0	0
18.7135	0	0
18.7848	0	0
18.9652	0	0
19.1922	0	0
19.4002	0	0
19.5799	0	0
19.7472	0	0
19.9415	0	0
20.3034	0	0
20.5472	0	0
20.7521	0	0
20.9285	0	0
21.3746	1	5
21.4748	1	4
21.5118	1	3
21.8032	1	4
21.8835	1	4
21.9639	1	3
22.0730	1	4
22.4818	1	6
22.5418	1	6
22.9392	1	8
23.2850	1	9
23.4857	1	9
23.7734	1	9
23.8341	1	8
23.9023	1	7
24.2512	1	9
24.3746	1	10
24.4035	1	9
24.5948	1	10
24.8290	1	9
24.9130	1	8
25.2550	1	9
25.4498	1	8
25.5398	1	7
25.6243	1	6
25.7890	1	5
25.8498	1	4
25.9480	1	3
25.9845	1	2
26.1028	1	1
26.6360	1	2
26.6805	1	1
26.7352	0	0
26.7777	0	0
26.9402	0	0
27.5022	1	1
27.5123	1	1
28.0308	1	5
28.0412	1	4
28.1819	1	4
28.2704	1	3
28.4502	1	5
28.4732	1	4
28.5072	1	3
28.6740	1	2
28.7058	1	1
28.7653	0	0
28.9819	0	0
29.2198	0	0
29.2427	0	0
29.5898	0	0
29.6546	0	0
29.7071	0	0
29.7913	0	0
29.8838	0	0
29.9603	0	0
30.1466	0	0
30.8370	0	0
31.2913	0	0
31.4713	0	0
31.8695	1	2
32.0270	1	3
32.0714	1	3
32.3785	1	6
32.4157	1	5
32.4557	1	5
32.4636	1	4
32.7067	1	3
32.9167	1	2
32.9450	1	1
33.1434	1	1
33.2327	0	0
33.4112	0	0
33.4695	0	0
33.7075	0	0
33.7479	0	0
34.4202	1	3
34.7322	1	4
34.8583	1	4
34.8764	1	4
35.3463	1	7
35.3908	1	7
35.4198	1	6
35.5050	1	5
35.6161	1	4
35.7589	1	3
36.0317	1	6
36.0354	1	5
36.0618	1	4
36.0996	1	3
36.3326	1	2
36.3827	1	1
36.4729	1	1
36.5333	0	0
37.2713	1	3
37.4556	1	3
37.4853	1	2
37.6236	1	5
37.8884	1	5
38.3149	1	6
38.5694	1	6
